image,Data_,Data_Label,Data_Description
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Edward%20Samuel%20%284672691%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62575,Edward Samuel,"Welsh cleric, poet and translator"
http://commons.wikimedia.org/wiki/Special:FilePath/Dic%20Aberdaron%201823.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61915,Dic Aberdaron,Welsh linguist
http://commons.wikimedia.org/wiki/Special:FilePath/Gethin%20Davies%2C%20Bangor.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63279,Gethin Davies,Welsh Baptist minister
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20of%20Norwich%20Duke%20of%20York.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63338,"Edward of Norwich, 2nd Duke of York",English military personnel
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20James%20Davies%20%284674063%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63427,James Davies,Welsh schoolmaster of Devauden (1765-1849)
http://commons.wikimedia.org/wiki/Special:FilePath/Diana-Mitford-later-Lady-Mosley%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63895,Diana Mosley,"British fascist, writer and editor"
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20J%20Poynter%2C%20by%20Alphonse%20Legros.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63892,Edward Poynter,British artist (1836–1919)
http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Edward%20John%20Moreton%20Drax%20Plunkett%20Dunsany%2C%20half-length%20portrait%2C%20facing%20slightly%20left%20LCCN91780992.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63576,"Edward Plunkett, 18th Baron of Dunsany",Irish writer and dramatist (1878-1957)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Young%20Poet.jpeg,https://snarc-llgc.wikibase.cloud/entity/Q64098,Edward Young,English poet
http://commons.wikimedia.org/wiki/Special:FilePath/Diana%20hendry.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65301,Diana Hendry,English author
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20John.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66126,Edward Thomas John,British politician (1857-1931)
http://commons.wikimedia.org/wiki/Special:FilePath/Donald%20Attwater.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67498,Donald Attwater,"British Catholic author, editor and translator (1892-1977)"
http://commons.wikimedia.org/wiki/Special:FilePath/Stanley%20of%20Adderley2.JPG,https://snarc-llgc.wikibase.cloud/entity/Q66271,"Edward Stanley, 2nd Baron Stanley of Alderley",British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Dolf%20Wyllarde%20c1902.jpg,https://snarc-llgc.wikibase.cloud/entity/Q68423,Dolf Wyllarde,British author and journalist
http://commons.wikimedia.org/wiki/Special:FilePath/DonMcLeanWestport2009.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70504,Don McLean,American singer-songwriter
http://commons.wikimedia.org/wiki/Special:FilePath/Dick%20Nancy%2C%20grave%20digger%20Rhuthun%20%28copy%29%20NLW3363088.jpg,https://snarc-llgc.wikibase.cloud/entity/Q68111,Dick Nancy,grave digger
http://commons.wikimedia.org/wiki/Special:FilePath/British%20%28English%29%20School%20-%20Lady%20Diana%20Cecil%20%281596%E2%80%931654%29%2C%20Countess%20of%20Elgin%20-%201129100%20-%20National%20Trust.jpg,https://snarc-llgc.wikibase.cloud/entity/Q68151,Diana Cecil,(1596-1658)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Thurlow%2C%20Baron%20Thurlow%20by%20Sir%20Thomas%20Lawrence.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70548,"Edward Thurlow, 1st Baron Thurlow",British lawyer and Tory politician (1731-1806)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Phelips.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71076,Edward Phelips,English lawyer and politician (1550s–1614)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20R.%20Pease.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71097,Edward R. Pease,English writer and founding member of the Fabian Society
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20William%20Brabrook.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71112,Edward William Brabrook,British anthropologist (1839-1930)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Dodgson-1911.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70790,Edward Spencer Dodgson,linguist and writer (1857-1922)
http://commons.wikimedia.org/wiki/Special:FilePath/King-Edward-VII%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70056,Edward VII,"King of the United Kingdom and the British Dominions, and Emperor of India (1841–1910)"
http://commons.wikimedia.org/wiki/Special:FilePath/%27Dighton%20Probyn%2C%202nd%20Punjab%20Cavalry%2C%20in%20Indian%20dress%27%2C%201857%20%28c%29..jpg,https://snarc-llgc.wikibase.cloud/entity/Q59472,Dighton Probyn,recipient of the Victoria Cross
http://commons.wikimedia.org/wiki/Special:FilePath/Diana%2C%20Princess%20of%20Wales%201997%20%282%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71874,"Diana, Princess of Wales",member of the British royal family; first wife of Prince Charles (1961–1997)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Edwards%20%28Pencerdd%20Ceredigion%2C%201816-97%29%20NLW3364548.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66559,Edward Edwards,Welsh musician (1816 -1897)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20William%20Davies%20%284674071%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65597,William Davies,Welsh Wesleyan minister and missionary
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Edward%20Lewis%20Richards%20Esqre%20%284674580%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q68058,Edward Lewis Richards,Welsh judge (1804-1863)
http://commons.wikimedia.org/wiki/Special:FilePath/Dafydd%20Ddu.JPG,https://snarc-llgc.wikibase.cloud/entity/Q68925,David Thomas,Welsh poet
http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Mary%27s%20Collegiate%20College%20Church%2C%20Youghal%2C%20Co.%20Cork.JPG,https://snarc-llgc.wikibase.cloud/entity/Q62124,Michael Jones,Irish soldier of the Irish Confederate War and English Civil War
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Williams%20Jones%20%28Andronicus%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62445,John William Jones,Welsh author (1842-1895)
http://commons.wikimedia.org/wiki/Special:FilePath/Parch%20William%20Jenkin%20Davies.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65348,William Jenkin Davies,"Welsh Unitarian minister, man of letters, and musician"
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Prichard%20Grave.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66001,John Prichard,British architect (1817-1886)
http://commons.wikimedia.org/wiki/Special:FilePath/Terry%20Jones%20Monty%20Python%20O2%20Arena%20%28cropped%29%20%282%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57978,Terry Jones,"Welsh comedian, director, historian, actor and writer (1942–2020)"
http://commons.wikimedia.org/wiki/Special:FilePath/6702%20Victor%20Spinetti.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58003,Victor Spinetti,Welsh actor and theatre director
http://commons.wikimedia.org/wiki/Special:FilePath/Stapleton%20Cotton%2C%201st%20Viscount%20Combermere%20by%20Mary%20Martha%20Pearson%20%28n%C3%A9e%20Dutton%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57975,"Stapleton Cotton, 1st Viscount Combermere","British Army officer, diplomat and politician (1773-1865)"
http://commons.wikimedia.org/wiki/Special:FilePath/ChurchillMarshAfrica0004.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57971,Edward Marsh,British polymath (1872–1953)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Pakenham.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57973,Edward Pakenham,British general and politician (1778-1815)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Martyn%20Philanthropist%20and%20Playwright%20P6386.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57977,Edward Martyn,Irish nationalist and cultural activist (1859-1923)
http://commons.wikimedia.org/wiki/Special:FilePath/E.M.%20Thompson.JPG,https://snarc-llgc.wikibase.cloud/entity/Q58752,Edward Maunde Thompson,"British palaeographer, Principal Librarian and first Director of the British Museum"
http://commons.wikimedia.org/wiki/Special:FilePath/FrancisGodwin.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58437,Francis Godwin,"English bishop, historian and writer"
http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Bell.JPG,https://snarc-llgc.wikibase.cloud/entity/Q58404,Richard Bell,politician (1859-1930)
http://commons.wikimedia.org/wiki/Special:FilePath/Pete-Ham-2-600x600.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58797,Pete Ham,"Welsh singer, songwriter and guitarist"
http://commons.wikimedia.org/wiki/Special:FilePath/Leigh%20Richmond%20Roose.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58834,Leigh Richmond Roose,Footballer (1877-1916)
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Scott-Ellis%2C%208th%20Baron%20Howard%20de%20Walden.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59136,"Thomas Scott-Ellis, 8th Baron Howard de Walden",British peer and patron of the arts
http://commons.wikimedia.org/wiki/Special:FilePath/Roger%20Mortimer%20de%20Chirk.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59088,Roger Mortimer de Chirk,English Marcher lord
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Nimrod%20%284671244%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59092,Charles James Apperley,Welsh sportsman and writer (1778-1843)
http://commons.wikimedia.org/wiki/Special:FilePath/Gareth-jones%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58865,Gareth Jones,Welsh journalist (1905–1935)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Lear%201866.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58938,Edward Lear,"British artist, illustrator, author and poet (1812-1888)"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Owen%20Jones%2C%20Esq.%2C%20R.A%20%284674168%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58164,Owen Carter Jones,Welsh architect (1809–1874)
http://commons.wikimedia.org/wiki/Special:FilePath/Jimmy%20Wilde.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58185,Jimmy Wilde,Welsh professional boxer
http://commons.wikimedia.org/wiki/Special:FilePath/Clochoderick%20Logan%20stone.JPG,https://snarc-llgc.wikibase.cloud/entity/Q59186,Rhydderch Hael,Ruler of Alt Clut
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20John%20Thomas%20%284671480%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59172,John Thomas,"Welsh composer and harpist, called Pencerdd Gwalia (1826-1913)"
http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Samuel%20Walker%20Griffith.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58349,Samuel Griffith,Australian politician
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20John%20Owen%20Williams%20%28Pedrog%2C%201853-1932%29%20NLW3364588.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61204,John Owen Williams,Welsh congregational minister and Eisteddfod archdruid
http://commons.wikimedia.org/wiki/Special:FilePath/Roy%20Jenkins%201977%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59428,Roy Jenkins,"British politician, historian and writer (1920–2003)"
http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Edward%20Paget%20by%20Martin%20Archer%20Shee%201810.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59401,Edward Paget,British army officer and politician; (1775-1849)
http://commons.wikimedia.org/wiki/Special:FilePath/Richard-Fothergill.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61286,Richard Fothergill,British politician
http://commons.wikimedia.org/wiki/Special:FilePath/James%20Trainer.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62079,James Trainer,Welsh footballer (1863-1915)
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Crwys%20Williams%20%28Crwys%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62077,William Williams,"Welsh poet and Archdruid, called Crwys"
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Lhuyd.JPG,https://snarc-llgc.wikibase.cloud/entity/Q59946,Edward Lhuyd,"Welsh antiquarian, linguist and scientist (1660-1709)"
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Thomas%20Job.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61429,John Thomas Job,Welsh bard
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Viriamu%20Jones.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61439,John Viriamu Jones,Welsh mathematician and physicist
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Edward%20Marjoribanks%2C%202nd%20Baron%20Tweedmouth.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60815,"Edward Marjoribanks, 2nd Baron Tweedmouth",British politician (1849-1909)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Williams%20Byron%20Nicholson.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62178,Edward Nicholson,British author and Bodley's Librarian
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20North%2C%201st%20Baron%20North.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62187,"Edward North, 1st Baron North",English politician and Baron
http://commons.wikimedia.org/wiki/Special:FilePath/Merlyn%20Rees%20appearing%20on%20%22After%20Dark%22%2C%2016%20July%201988.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61565,Merlyn Rees,British politician (1920-2006)
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20Dr%20Lewis%20Edwards%20%281809-87%29%20NLW3363289.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62312,Lewis Edwards,Welsh educator and Nonconformist minister (1809-1887)
http://commons.wikimedia.org/wiki/Special:FilePath/Answering%20You-%20the%20Production%20of%20a%20Bbc%20Radio%20Programme%20For%20the%20United%20States%20of%20America%2C%201941%20D4577.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62264,Wynford Vaughan-Thomas,Welsh journalist
http://commons.wikimedia.org/wiki/Special:FilePath/1stEarlOfEllenborough.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60128,"Edward Law, 1st Earl of Ellenborough","British Tory politician, Governor-General of India (1790-1871)"
http://commons.wikimedia.org/wiki/Special:FilePath/R.%20Williams%20Parry.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61026,R. Williams Parry,Welsh poet
http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Fenton.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61008,Richard Fenton,Topographer and poet
http://commons.wikimedia.org/wiki/Special:FilePath/Evan%20Pan%20Jones.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62452,Evan Pan Jones,Welsh Congregational minister and writer (1834-1922)
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Littleton%2C%20Baron%20Littleton%20by%20Sir%20Anthony%20Van%20Dyck.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62388,"Edward Littleton, 1st Baron Lyttelton",Chief Justice of North Wales
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Leigh.png,https://snarc-llgc.wikibase.cloud/entity/Q62414,Edward Leigh,English writer
http://commons.wikimedia.org/wiki/Special:FilePath/Macdowell.png,https://snarc-llgc.wikibase.cloud/entity/Q63047,Edward MacDowell,American composer
http://commons.wikimedia.org/wiki/Special:FilePath/Dr%20T.%20F.%20Roberts%20%281860%E2%80%931919%29%2C%20MA%2C%20LLD%2C%20Principal%20of%20University%20of%20Wales%2C%20Aberystwyth%20%281892%E2%80%931919%29%20%28OP81%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63031,Thomas Francis Roberts,British academic
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Gouge.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63034,Thomas Gouge,English minister
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Miller%20by%20Thomas%20Hardy.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62555,Edward Miller,British musician
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20The%20Right%20Honble.%20Edward%20Pryce%2C%20Baron%20Mostyn%2C%20of%20Pengwern%2C%20Flintshire%20%284674515%29%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62559,"Edward Lloyd, 1st Baron Mostyn",British politician (1768-1854)
http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Edward%20Nicholas%20by%20Sir%20Peter%20Lely.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62558,Edward Nicholas,statesman
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Mytton%20Harding%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62524,Thomas Mytton,English politician and general
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Montagu%2C%202nd%20Earl%20of%20Manchester%20by%20Sir%20Peter%20Lely%20%282%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60326,"Edward Montagu, 2nd Earl of Manchester",English politician
http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Thomas%20Jones.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62001,Robert Thomas Jones,British politician (1874-1940)
http://commons.wikimedia.org/wiki/Special:FilePath/Mr.%20Isaac%20Foulkes%20%28Llyfrbryf%29%20ganwyd%20Tachwedd%209fed%2C%201836%20%3B%20bu%20farw%20Tachwedd%202il%2C%201904%20%285294020%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63213,Isaac Foulkes,"Welsh journalist, author and publisher (1836-1904)"
http://commons.wikimedia.org/wiki/Special:FilePath/Effigy%20of%20St%20Anian%20II%20or%20other%20Bishop%20at%20St%20Asaph%20-%20Llanelwy%20-%20Cymru%2C%20Wales%2007%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63240,Anian II,"bishop of St Asaph, north Wales"
http://commons.wikimedia.org/wiki/Special:FilePath/Glan%20Alun.JPG,https://snarc-llgc.wikibase.cloud/entity/Q63348,Thomas Jones,"Welsh writer, called Glan Alun (1811-1866)"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Edward%20Miall%20%284670406%29%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62566,Edward Miall,British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20The%20Hon.%20Edwd.%20Mostyn%20Lloyd%20Mostyn%20%28of%20Mostyn%2C%20Flintshire%29%20%284674710%29%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62569,"Edward Lloyd-Mostyn, 2nd Baron Mostyn",British politician (1795-1884)
http://commons.wikimedia.org/wiki/Special:FilePath/Ieuan%20Glan%20Geirionydd.JPG,https://snarc-llgc.wikibase.cloud/entity/Q62755,Evan Evans,"Welsh poet, hymn writer and Anglican priest (1795-1855)"
http://commons.wikimedia.org/wiki/Special:FilePath/Rachel%20Barrett%20-%20Suffragette.png,https://snarc-llgc.wikibase.cloud/entity/Q63406,Rachel Barrett,Welsh suffragette and newspaper editor
http://commons.wikimedia.org/wiki/Special:FilePath/Dr%20Mary%20Gillham%202012.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62797,Mary Gillham,"British botanist, ecologist, university teacher and writer  (1921-2013)"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Mary%20Davies%20%284672734%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62804,Mary Davies,Welsh opera singer
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Johnes.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62860,Thomas Johnes,"British politician, died 1816"
http://commons.wikimedia.org/wiki/Special:FilePath/Petroc-vit.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64763,Saint Petroc,Welsh prince and Christian saint
http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Consul.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63908,"Robert, 1st Earl of Gloucester",English noble
http://commons.wikimedia.org/wiki/Special:FilePath/W.%20J.%20Gruffydd.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64678,W. J. Gruffydd,Welsh scholar and politician (1881–1954)
http://commons.wikimedia.org/wiki/Special:FilePath/WJParry.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64672,William John Parry,"Welsh businessman, politician and author"
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Pennant.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64902,Thomas Pennant,Welsh naturalist (1726-1798)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Joshua%20Thomas%20%284673043%29%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63584,Joshua Thomas,Historian of Welsh Baptists (1719-1797)
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Owen%20Pughe.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65702,William Owen Pughe,Welsh lexicographer
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Richard%20Jones%20%284673765%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63659,Richard Jones,"Jones, Richard (fl. 1564–1613), bookseller and printer"
http://commons.wikimedia.org/wiki/Special:FilePath/Venble%20John%20Hughes%2C%20Archdeacon%20of%20Cardigan.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63653,John Hughes,Church of England clergyman
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Dr.%20Richardi%20Lloyd%20%284673365%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63651,Richard Lloyd,"Church of England clergyman, died 1659"
http://commons.wikimedia.org/wiki/Special:FilePath/Edmund%20David%20Jones.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65724,Edmund David Jones,Welsh schoolmaster and author
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20Robert%20Thomas%20%28Ap%20Vychan%2C%201809-80%29%20NLW3362405%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66604,Robert Thomas,Welsh minister and writer
http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Malo%20%28engraving%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64001,Malo,Welsh saint who became founder of Saint-Malo in Brittany.
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Samuel%20Evans%2C%20Zoar%2C%20Merthyr%20Tydfil%2C%20South%20Wales%20%284674125%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64966,Samuel Evans,Independent minister (1777 -1833)
http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Williams%2C%20%27Celynog%27%20%285254841%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64967,Richard Williams,Welsh antiquarian and lawyer
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Robert%20Roberts%2C%20Y%20Sgolor%20Mawr%20%284671120%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64981,Robert Roberts,Welsh cleric and scholar (1834 -1885)
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20Robert%20David%20Roberts%2C%20Llwynhendy%20%281820-93%29%20NLW3364306.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64970,Robert David Roberts,Welsh Baptist minister
http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Evans%2C%20Amlwch.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65021,Thomas Evans,Congregational minister (1844 -1922)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20William%20Thomas%20Samuel%20%284670518%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65045,William Thomas Samuel,Welsh musician
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Davies%20Shipley.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64066,William Davies Shipley,Dean of St Asaph
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Williams%20%28Creuddynfab%2C%201814-69%29%20NLW3364533.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65134,William Williams,Welsh literary critic and editor
http://commons.wikimedia.org/wiki/Special:FilePath/Rees%20Arthur%20Rees%20%28Rhys%20Dyfed%2C%201837-66%29%20%28ambrotype%29%20NLW3364105.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65130,Rees Arthur Rees,poet
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20William%20Williams%2C%20Swansea%20%281817-1900%29%20NLW3365189.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64026,William Williams,Calvinistic Methodist minister and author (1817-1900)
http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Lucien%20Bonaparte.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64363,Louis Lucien Bonaparte,French philologist and politician (1813-1891)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Revd.%20Isaac%20Williams%20%284671204%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64344,Isaac Williams,Welsh writer
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bulkeley%20Hughes.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64359,William Bulkeley Hughes,British politician (1797-1882)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Parchedig%20John%20Davies%2C%20Narcwys%20%284672732%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64300,John Davies of Nercwys,Welsh Calvinistic Methodist minister
http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Loveden%20%284702691%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67451,Edward Loveden Loveden,English politician; (1751-1822)
http://commons.wikimedia.org/wiki/Special:FilePath/CharletStraton.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65304,Emmeline Lewis Lloyd,Land owner and mountaineer
http://commons.wikimedia.org/wiki/Special:FilePath/J%20Ossian%20Davies.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64525,John Ossian Davies,Welsh Congregationalist minister and author
http://commons.wikimedia.org/wiki/Special:FilePath/William%20Williams%20%28Carw%20Coch%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66010,William Williams,"Welsh literary figure, born 1808"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20W.%20Williams%20%284673914%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64614,William Williams,"Welsh Radical politician, born 1788"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Rev.%20William%20Meirion%20Evans%20%284670715%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q65556,William Meirion Evans,"miner, Calvinistic Methodist minister in U.S.A. and Australia, and editor of journals published in Australia (1826 -1883)"
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20David%20Williams%2C%20Troedwhiwdalar%20%284672170%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66468,David Williams,Welsh Congregational minister (1779-1874)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Jones%20%28Mathetes%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67331,John Jones,Welsh Congregational minister and author
